,Customer_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
29889,1004532,M,26-35,7,A,2,0
29891,1004533,M,26-35,12,C,0,0
29892,1004534,M,18-25,4,C,1,0
29896,1004535,M,18-25,19,B,1,0
29915,1004536,M,18-25,12,B,1,0
29916,1004537,F,46-50,1,C,0,0
29917,1004538,M,26-35,12,C,1,1
29919,1004539,M,36-45,19,C,0,0
29921,1004540,F,26-35,14,C,1,1
29923,1004541,M,0-17,10,B,1,0
29930,1004542,M,36-45,0,C,1,0
29932,1004543,M,26-35,2,A,0,0
29979,1004544,M,55+,1,A,0,1
29980,1004546,M,26-35,7,C,1,1
29984,1004551,M,18-25,12,B,3,1
29989,1004552,M,26-35,0,C,1,1
29996,1004553,F,36-45,16,C,2,0
29998,1004555,F,18-25,9,C,1,1
30001,1004556,M,46-50,16,C,4,0
30008,1004557,M,26-35,14,A,3,0
30013,1004558,M,36-45,14,C,1,0
30014,1004560,M,26-35,0,C,1,0
30029,1004561,F,26-35,9,C,2,1
30034,1004562,M,36-45,10,A,1,1
30036,1004563,F,26-35,6,A,0,1
30038,1004565,M,36-45,14,C,1,1
30039,1004566,M,36-45,17,C,1,0
30047,1004567,M,18-25,4,A,0,0
30053,1004568,F,26-35,4,B,2,1
30067,1004569,M,26-35,0,C,2,0
30069,1004571,M,36-45,7,C,2,1
30070,1004572,F,0-17,10,C,0,0
30076,1004573,M,51-55,16,C,1,1
30079,1004574,M,26-35,4,A,1,1
30080,1004575,F,0-17,10,C,2,0
30085,1004576,F,26-35,7,C,4,1
30086,1004577,M,36-45,7,C,0,1
30093,1004578,M,26-35,0,A,4,0
30113,1004579,F,18-25,4,B,1,1
30142,1004580,F,55+,13,C,0,1
30149,1004581,M,26-35,1,C,2,1
30153,1004582,F,26-35,0,A,4,1
30156,1004583,M,51-55,1,C,4,1
30159,1004584,F,46-50,0,C,1,0
30162,1004585,M,36-45,7,C,3,0
30174,1004586,M,26-35,4,C,4,0
30178,1004587,M,36-45,14,C,0,1
30179,1004589,M,26-35,17,A,0,0
30181,1004590,F,18-25,20,A,4,0
30183,1004591,M,26-35,15,A,3,0
30196,1004592,M,18-25,4,A,3,0
30204,1004593,F,46-50,1,B,0,1
30220,1004594,M,36-45,16,B,2,0
30222,1004595,M,26-35,18,C,4,1
30226,1004596,F,18-25,4,B,1,0
30233,1004597,F,26-35,4,B,1,1
30235,1004598,F,36-45,3,C,0,1
30241,1004599,F,36-45,0,C,0,1
30242,1004600,M,26-35,0,C,2,1
30249,1004601,M,36-45,14,C,0,0
30255,1004602,M,36-45,7,B,2,0
30260,1004603,F,36-45,2,C,2,1
30261,1004604,M,26-35,15,C,1,1
30268,1004606,F,0-17,10,B,2,0
30271,1004607,M,26-35,0,B,4,0
30291,1004608,F,26-35,0,B,3,0
30294,1004609,F,26-35,4,B,0,0
30304,1004610,F,26-35,4,B,1,0
30310,1004611,F,18-25,4,A,2,0
30327,1004613,M,26-35,12,C,4,0
30331,1004615,M,26-35,17,C,1,1
30338,1004617,F,26-35,6,C,0,0
30340,1004618,M,26-35,14,B,1,1
30341,1004619,F,26-35,1,B,4,1
30345,1004620,F,18-25,17,B,1,1
30347,1004621,M,26-35,4,C,2,1
30356,1004622,M,26-35,12,C,0,0
30357,1004623,M,26-35,16,B,0,0
30358,1004624,M,26-35,12,C,2,0
30361,1004625,M,26-35,7,C,0,0
30367,1004626,M,26-35,14,B,4,0
30374,1004627,M,55+,1,C,1,1
30377,1004629,F,18-25,4,C,2,0
30379,1004630,F,26-35,4,C,1,1
30381,1004631,M,18-25,4,A,1,0
30384,1004632,M,26-35,0,C,0,0
30385,1004633,M,0-17,0,B,1,0
30390,1004634,M,51-55,20,B,1,1
30391,1004635,M,18-25,4,B,2,0
30405,1004636,M,18-25,2,B,2,1
30407,1004637,F,36-45,9,B,0,1
30419,1004638,M,26-35,4,B,1,0
30422,1004639,M,36-45,11,B,2,0
30425,1004640,M,26-35,4,B,0,1
30430,1004641,M,26-35,7,C,1,0
30431,1004643,M,26-35,0,A,0,0
30435,1004644,M,51-55,1,C,4,0
30442,1004645,F,51-55,6,C,1,1
30446,1004646,F,26-35,6,B,2,0
30448,1004647,M,36-45,20,B,1,1
30478,1004648,M,18-25,4,C,4,0
30480,1004649,M,55+,13,A,2,1
30483,1004650,M,26-35,7,C,2,1
30484,1004651,F,46-50,0,B,4,0
30486,1004652,F,26-35,7,B,1,0
30488,1004653,M,36-45,12,B,3,1
30505,1004654,M,36-45,20,C,3,0
30509,1004655,F,26-35,1,A,3,0
30522,1004656,M,26-35,17,B,4,0
30533,1004658,M,26-35,4,B,3,1
30554,1004659,F,26-35,14,C,0,0
30571,1004660,F,18-25,4,B,2,0
30572,1004661,M,46-50,15,B,4,1
30576,1004662,F,18-25,4,B,1,1
30587,1004663,M,26-35,4,A,0,0
30605,1004665,M,36-45,2,C,4,0
30607,1004666,M,36-45,1,A,1,1
30621,1004667,M,26-35,14,A,1,0
30622,1004668,M,36-45,14,C,0,1
30624,1004669,M,36-45,7,C,0,0
30626,1004670,M,36-45,5,C,2,0
30631,1004671,M,26-35,12,A,2,0
30641,1004672,M,55+,13,B,4,0
30642,1004673,M,36-45,16,B,2,1
30664,1004674,F,36-45,7,C,1,1
30668,1004675,F,18-25,4,A,2,0
30677,1004676,M,46-50,14,C,2,1
30680,1004677,M,51-55,6,C,1,1
30684,1004678,M,36-45,2,A,1,0
30686,1004679,M,55+,13,C,4,1
30690,1004680,M,36-45,0,B,3,1
30705,1004681,F,36-45,15,C,2,0
30717,1004682,M,26-35,7,B,3,1
30748,1004683,M,26-35,0,C,0,0
30749,1004685,M,36-45,1,B,2,1
30757,1004686,M,18-25,1,C,2,0
30758,1004687,M,36-45,14,C,0,0
30763,1004688,M,26-35,9,C,3,1
30768,1004689,M,18-25,12,B,1,0
30770,1004690,F,0-17,10,C,3,0
30771,1004691,F,46-50,17,B,2,1
30774,1004692,F,26-35,7,C,3,0
30775,1004693,M,18-25,1,A,1,0
30776,1004694,M,55+,7,C,3,1
30781,1004695,M,18-25,18,C,4,0
30782,1004697,M,18-25,10,C,4,0
30789,1004698,F,26-35,6,B,2,1
30791,1004699,F,18-25,0,C,4,0
30797,1004701,M,46-50,17,C,1,1
30802,1004702,M,26-35,11,C,0,0
30804,1004704,M,18-25,20,C,1,0
30823,1004705,F,18-25,0,C,0,1
30837,1004706,M,26-35,14,B,4,1
30839,1004707,M,0-17,0,C,4,0
30841,1004708,M,26-35,0,B,3,0
30853,1004709,M,46-50,0,C,3,0
30854,1004710,F,36-45,16,B,2,0
30856,1004711,M,26-35,17,C,1,1
30862,1004713,M,26-35,17,C,1,0
30864,1004714,M,51-55,1,A,1,1
30865,1004715,M,26-35,2,B,3,0
30885,1004717,M,46-50,17,C,4,1
30886,1004718,M,36-45,7,C,1,1
30890,1004719,F,36-45,9,C,4,0
30891,1004721,M,36-45,11,B,0,0
30894,1004722,M,36-45,12,B,1,0
30895,1004724,F,55+,6,C,1,1
30897,1004725,M,36-45,5,A,2,0
30934,1004726,F,36-45,16,C,2,1
30951,1004727,F,55+,0,C,3,0
30952,1004728,M,26-35,19,B,3,0
30982,1004729,M,51-55,16,C,1,1
30989,1004730,M,51-55,11,C,0,1
30990,1004731,M,26-35,17,B,1,1
30992,1004732,M,26-35,14,B,2,1
31027,1004733,M,18-25,18,C,1,0
31032,1004734,M,51-55,1,B,1,1
31040,1004735,M,46-50,3,C,3,0
31042,1004736,M,18-25,20,A,1,1
31050,1004737,M,36-45,16,C,1,0
31054,1004738,M,55+,1,C,1,0
31062,1004739,M,26-35,3,C,2,0
31065,1004740,F,26-35,3,C,3,0
31069,1004742,M,26-35,3,A,2,0
31082,1004743,M,55+,13,C,2,1
31084,1004744,M,51-55,15,C,1,0
31086,1004745,F,18-25,4,C,4,0
31090,1004746,M,51-55,1,C,3,1
31092,1004747,M,18-25,4,C,1,0
31105,1004748,M,46-50,16,B,3,0
31118,1004749,M,46-50,0,C,1,1
31119,1004750,F,26-35,0,A,2,0
31126,1004751,M,51-55,15,C,1,0
31127,1004753,M,55+,1,C,0,1
31129,1004755,F,55+,7,C,2,0
31131,1004756,M,55+,16,C,4,0
31135,1004757,M,36-45,17,C,1,0
31140,1004759,F,51-55,0,C,1,1
31143,1004760,M,36-45,17,C,1,0
31145,1004761,M,18-25,15,C,1,0
31148,1004762,F,26-35,14,A,0,1
31152,1004763,M,55+,11,C,2,0
31153,1004764,M,0-17,10,C,0,0
31155,1004765,F,36-45,16,B,3,1
31166,1004766,M,36-45,16,A,3,0
31169,1004768,M,26-35,4,A,1,1
31173,1004769,M,26-35,1,C,1,0
31175,1004770,F,36-45,7,B,1,0
31176,1004771,F,26-35,4,A,0,0
31188,1004772,M,55+,17,C,2,0
31193,1004773,M,46-50,1,C,4,1
31197,1004774,M,46-50,14,C,4,1
31204,1004776,F,26-35,3,C,1,1
31206,1004778,M,26-35,0,C,1,1
31208,1004779,M,46-50,3,C,2,1
31214,1004780,M,26-35,12,A,3,0
31217,1004781,F,51-55,6,C,1,1
31221,1004782,M,46-50,1,C,2,1
31225,1004783,M,26-35,0,A,4,0
31229,1004784,F,36-45,6,A,1,0
31244,1004785,F,26-35,14,A,0,1
31252,1004786,M,46-50,6,B,1,1
31272,1004787,M,0-17,11,C,1,0
31274,1004788,M,36-45,7,B,4,0
31286,1004789,M,36-45,2,A,0,0
31295,1004790,F,26-35,2,A,4,1
31311,1004791,M,18-25,4,A,2,0
31322,1004792,F,51-55,7,B,2,0
31324,1004793,F,26-35,6,B,2,1
31332,1004794,F,36-45,0,C,0,0
31334,1004795,M,46-50,16,C,1,0
31338,1004796,M,36-45,7,A,4,1
31354,1004797,F,36-45,17,C,4,1
31357,1004798,M,26-35,1,C,4,0
31364,1004799,F,18-25,4,C,1,0
31368,1004800,M,18-25,4,A,1,0
31375,1004801,M,26-35,4,C,3,0
31384,1004802,M,55+,1,B,3,1
31411,1004803,F,26-35,16,B,4,0
31414,1004804,F,36-45,1,B,0,0
31416,1004806,M,26-35,17,C,2,0
31422,1004807,M,0-17,2,A,1,0
31424,1004808,M,36-45,0,A,1,1
31467,1004809,F,51-55,4,C,1,1
31474,1004810,M,18-25,12,B,0,0
31481,1004811,M,36-45,1,C,1,1
31484,1004812,M,18-25,14,C,2,0
31494,1004813,F,36-45,9,C,3,1
31499,1004814,M,18-25,14,B,1,0
31503,1004815,F,51-55,18,C,0,1
31510,1004817,M,26-35,1,C,1,0
31511,1004819,M,36-45,18,B,1,0
31539,1004820,M,51-55,11,C,3,1
31542,1004821,M,18-25,19,C,1,0
31551,1004822,F,36-45,0,B,4,0
31552,1004823,M,18-25,4,B,0,1
31569,1004824,M,26-35,7,C,2,0
31576,1004826,M,46-50,12,C,1,1
31583,1004827,M,36-45,0,C,0,1
31584,1004828,F,18-25,20,B,1,0
31588,1004829,M,26-35,0,B,2,0
31602,1004830,M,0-17,10,C,0,0
31608,1004831,F,26-35,1,C,1,0
31615,1004832,M,26-35,14,C,1,0
31620,1004833,M,36-45,16,C,4,0
31625,1004834,F,46-50,9,C,1,1
31640,1004836,F,46-50,16,C,3,1
31643,1004837,M,26-35,5,B,2,0
31657,1004838,M,46-50,1,C,1,1
31658,1004840,F,46-50,6,C,3,1
31663,1004841,M,26-35,12,A,4,0
31666,1004842,F,36-45,1,C,1,0
31671,1004843,M,55+,1,C,2,0
31676,1004845,F,26-35,1,B,3,0
31679,1004846,F,26-35,2,C,0,0
31680,1004847,M,26-35,12,B,3,0
31682,1004848,F,36-45,6,C,3,0
31688,1004849,F,18-25,4,B,1,0
31695,1004852,M,36-45,0,C,3,1
31706,1004853,M,26-35,7,C,2,0
31708,1004854,F,51-55,13,C,4,1
31723,1004855,M,26-35,12,B,1,0
31727,1004856,M,26-35,7,A,1,0
31729,1004857,M,26-35,14,C,0,0
31733,1004858,M,26-35,1,C,2,0
31735,1004859,F,18-25,14,C,2,0
31737,1004860,M,26-35,2,A,2,0
31739,1004861,M,26-35,4,C,1,0
31744,1004862,M,26-35,0,C,0,0
31746,1004863,F,26-35,9,C,4,0
31749,1004865,F,36-45,14,C,1,1
31760,1004866,M,55+,12,C,2,1
31762,1004867,M,26-35,16,A,3,0
31787,1004868,M,36-45,17,C,1,1
31794,1004869,F,46-50,6,C,3,1
31808,1004870,F,36-45,3,C,1,1
31816,1004873,M,55+,11,C,1,1
31818,1004874,F,26-35,4,C,3,0
31821,1004875,M,36-45,0,C,2,0
31824,1004877,M,26-35,4,B,2,0
31829,1004878,M,51-55,4,B,4,1
31835,1004879,M,26-35,3,A,2,0
31854,1004880,F,46-50,9,C,3,0
31855,1004881,M,46-50,16,A,3,1
31856,1004882,M,46-50,11,B,2,1
31861,1004883,F,0-17,10,C,1,0
31863,1004884,M,36-45,14,B,1,0
31875,1004886,F,36-45,17,C,0,1
31879,1004887,M,18-25,2,B,1,1
31895,1004888,F,55+,0,B,4,0
31909,1004889,M,18-25,4,C,3,0
31916,1004890,F,26-35,1,C,1,0
31922,1004891,M,36-45,17,C,4,1
31924,1004892,M,26-35,12,A,1,0
31926,1004893,M,26-35,17,C,0,0
31930,1004894,M,36-45,7,C,1,0
31932,1004895,F,26-35,3,B,3,0
31935,1004896,M,36-45,6,C,3,1
31936,1004897,M,36-45,16,B,3,0
31958,1004898,M,26-35,1,B,1,1
31971,1004899,M,26-35,12,B,1,1
31980,1004901,M,26-35,7,C,1,0
31988,1004902,M,36-45,14,C,4,1
31997,1004903,M,36-45,12,C,4,1
32003,1004904,M,51-55,15,B,1,1
32017,1004905,F,46-50,1,C,3,1
32019,1004906,M,51-55,17,B,1,1
32029,1004907,F,51-55,7,B,0,1
32039,1004908,M,36-45,15,C,2,0
32046,1004909,F,36-45,12,B,2,0
32049,1004911,F,26-35,0,A,4,0
32054,1004912,F,51-55,20,A,0,1
32055,1004913,F,26-35,1,C,3,1
32056,1004914,F,26-35,1,B,4,0
32059,1004915,M,26-35,12,B,2,1
32062,1004916,M,18-25,20,C,4,0
32069,1004917,M,46-50,0,C,0,1
32076,1004918,F,18-25,12,C,1,0
32086,1004920,M,36-45,1,B,0,1
32087,1004921,F,26-35,15,B,3,1
32098,1004922,M,18-25,17,C,1,0
32102,1004923,M,46-50,18,C,3,0
32104,1004924,F,36-45,0,C,1,0
32105,1004926,M,0-17,10,C,1,0
32107,1004927,M,46-50,0,B,4,0
32113,1004928,F,26-35,3,A,4,0
32139,1004929,M,46-50,1,C,1,1
32140,1004930,M,51-55,17,C,0,1
32144,1004931,M,51-55,17,C,3,1
32147,1004933,M,26-35,15,B,3,0
32161,1004934,F,26-35,0,A,2,0
32174,1004935,M,36-45,17,C,3,0
32176,1004937,M,36-45,0,C,1,1
32187,1004939,M,26-35,7,C,0,1
32198,1004940,F,51-55,11,B,1,0
32211,1004942,M,46-50,12,B,3,1
32216,1004943,F,51-55,0,C,1,0
32217,1004944,M,51-55,17,C,2,1
32218,1004945,M,51-55,0,C,4,1
32222,1004946,F,36-45,1,B,1,0
32232,1004947,M,36-45,17,C,1,1
32238,1004948,M,46-50,2,A,1,1
32251,1004949,M,18-25,4,A,4,0
32252,1004950,M,26-35,16,A,1,1
32262,1004951,F,36-45,17,B,3,1
32285,1004952,F,26-35,14,A,1,1
32289,1004953,M,36-45,12,B,4,0
32292,1004954,M,46-50,0,C,3,1
32301,1004956,M,36-45,15,B,1,1
32308,1004957,M,26-35,2,A,1,1
32341,1004958,M,18-25,7,B,1,0
32357,1004960,M,55+,1,A,4,0
32360,1004961,M,26-35,7,C,1,1
32368,1004962,M,26-35,6,B,1,0
32376,1004964,M,36-45,0,A,1,1
32395,1004965,M,0-17,10,C,1,0
32399,1004966,M,51-55,14,B,1,1
32401,1004968,F,51-55,20,B,2,1
32403,1004969,M,18-25,19,A,2,0
32405,1004970,F,26-35,12,C,1,0
32406,1004972,M,36-45,0,C,2,0
32418,1004973,F,55+,2,C,1,1
32423,1004975,M,36-45,0,C,3,0
32431,1004976,M,26-35,11,C,4,1
32434,1004977,M,26-35,4,B,2,0
32445,1004978,M,36-45,14,A,3,0
32448,1004979,M,36-45,2,B,1,1
32496,1004980,M,26-35,1,B,0,0
32503,1004982,M,26-35,12,C,1,0
32505,1004983,F,46-50,16,A,1,1
32509,1004984,M,36-45,0,A,1,1
32514,1004985,M,36-45,0,C,3,0
32518,1004986,M,18-25,12,C,0,0
32521,1004987,F,55+,8,A,0,0
32524,1004989,M,26-35,0,C,2,1
32529,1004990,F,26-35,4,B,2,1
32530,1004991,F,55+,14,C,3,1
32531,1004993,M,46-50,17,C,2,0
32532,1004994,M,46-50,17,B,4,0
32534,1004995,M,51-55,20,B,0,1
32550,1004996,M,36-45,7,A,1,0
32553,1004997,M,0-17,10,A,1,0
32557,1004998,F,18-25,4,C,1,1
32562,1004999,F,55+,13,B,2,1
32567,1005000,M,26-35,4,B,4,0
32583,1005001,F,26-35,2,B,1,0
32592,1005002,M,26-35,17,B,1,1
32599,1005003,M,36-45,12,C,1,0
32600,1005004,F,55+,1,C,1,1
32603,1005005,M,46-50,16,B,2,0
32620,1005008,M,26-35,20,B,1,1
32625,1005009,F,46-50,16,C,1,1
32626,1005010,M,46-50,15,B,2,1
32627,1005011,M,18-25,4,B,1,0
32645,1005012,M,51-55,15,A,1,1
32648,1005013,M,18-25,4,C,4,0
32653,1005014,M,46-50,0,C,0,1
32658,1005015,M,36-45,6,B,2,1
32681,1005016,F,36-45,1,C,2,1
32683,1005017,M,36-45,12,B,4,0
32686,1005018,F,55+,12,C,1,1
32698,1005019,M,26-35,7,A,4,0
32701,1005020,F,55+,13,C,2,1
32708,1005021,M,51-55,6,B,2,1
32716,1005023,M,36-45,20,A,3,1
32721,1005024,F,46-50,1,C,1,0
32724,1005025,M,26-35,20,B,1,0
32727,1005026,M,26-35,17,B,1,1
32765,1005029,M,26-35,4,C,1,1
32774,1005030,M,18-25,1,C,1,0
32778,1005031,F,26-35,4,B,0,0
32780,1005032,M,18-25,17,A,3,0
32783,1005033,F,55+,13,C,1,1
32785,1005034,F,26-35,15,C,1,1
32790,1005035,F,26-35,17,B,1,1
32804,1005036,M,36-45,7,B,1,1
32805,1005037,M,36-45,12,C,0,1
32807,1005038,M,26-35,20,B,0,0
32814,1005039,F,36-45,4,B,2,1
32828,1005040,M,46-50,12,C,1,1
32831,1005041,F,46-50,6,C,1,1
32835,1005042,F,18-25,2,A,4,1
32851,1005043,F,18-25,6,C,2,0
32853,1005044,F,36-45,6,C,0,1
32856,1005045,M,36-45,0,B,3,1
32858,1005046,M,26-35,16,A,0,0
32889,1005047,M,46-50,6,C,1,0
32900,1005048,F,36-45,7,C,1,1
32902,1005049,M,26-35,12,B,0,0
32908,1005050,F,18-25,4,C,1,0
32913,1005051,F,51-55,7,C,0,0
32915,1005052,M,36-45,16,C,2,1
32916,1005053,M,26-35,4,C,3,0
32923,1005054,M,36-45,2,B,0,0
32953,1005055,F,36-45,16,A,2,0
32955,1005056,M,46-50,1,C,1,1
32965,1005057,M,51-55,7,C,4,0
32968,1005058,M,55+,17,C,0,1
32972,1005059,M,46-50,16,C,1,1
32975,1005060,M,46-50,17,C,0,0
32982,1005061,F,18-25,19,C,2,1
32989,1005063,F,0-17,10,B,3,0
32996,1005064,M,18-25,4,B,0,0
33000,1005065,M,26-35,14,C,4,1
33006,1005066,F,26-35,1,C,4,1
33008,1005067,M,55+,13,B,1,0
33012,1005068,M,36-45,7,C,2,0
33017,1005069,F,55+,0,C,3,1
33018,1005070,M,26-35,2,A,0,0
33042,1005071,F,26-35,7,B,2,0
33046,1005074,M,0-17,0,B,2,0
33072,1005075,M,51-55,6,C,1,1
33075,1005076,M,26-35,3,B,4,0
33081,1005077,M,26-35,2,A,0,0
33093,1005078,M,46-50,7,C,1,0
33097,1005079,M,26-35,4,C,0,0
33099,1005080,F,51-55,12,B,2,1
33104,1005081,F,18-25,4,B,3,0
33108,1005082,M,36-45,1,C,4,0
33115,1005083,M,26-35,4,B,4,1
33119,1005084,M,18-25,4,B,1,0
33126,1005085,M,55+,17,C,0,0
33141,1005086,M,26-35,1,C,0,1
33148,1005087,F,26-35,6,B,1,1
33165,1005088,M,26-35,17,C,1,0
33166,1005089,F,36-45,16,C,2,0
33168,1005090,F,36-45,19,B,3,1
33182,1005091,M,26-35,17,B,1,1
33196,1005092,M,55+,14,C,1,1
33199,1005095,F,36-45,1,C,1,1
33201,1005096,M,26-35,11,B,2,0
33211,1005097,M,55+,16,C,3,0
33216,1005098,M,51-55,7,C,4,1
33224,1005099,M,18-25,0,B,3,0
33233,1005100,M,51-55,6,B,1,1
33265,1005101,M,26-35,0,B,1,1
33268,1005102,M,26-35,12,C,2,0
33281,1005103,F,36-45,16,C,1,0
33291,1005104,M,36-45,20,C,1,0
33292,1005105,M,51-55,7,C,1,1
33293,1005106,F,36-45,1,C,3,1
33296,1005107,F,46-50,0,B,0,0
33319,1005108,F,26-35,9,B,3,1
33333,1005109,F,46-50,6,C,2,1
33334,1005111,M,36-45,2,B,1,1
33368,1005112,M,36-45,13,B,1,0
33375,1005113,M,26-35,0,A,3,1
33400,1005114,F,0-17,10,C,2,0
33406,1005115,M,55+,12,A,4,0
33407,1005116,M,36-45,6,C,0,1
33409,1005117,F,26-35,0,B,0,0
33410,1005118,M,0-17,10,B,2,0
33413,1005119,F,26-35,0,A,3,0
33416,1005120,M,51-55,7,A,2,0
33423,1005121,M,26-35,7,C,4,0
33431,1005122,M,26-35,0,A,3,0
33436,1005123,M,51-55,12,C,4,1
33438,1005124,M,36-45,2,B,1,0
33453,1005126,M,26-35,11,B,4,0
33458,1005127,M,46-50,5,A,0,1
33459,1005128,M,51-55,7,C,1,1
33461,1005129,M,46-50,17,B,1,1
33463,1005131,F,26-35,1,B,3,0
33475,1005132,M,36-45,7,C,1,1
33477,1005133,M,18-25,11,B,0,0
33478,1005134,M,26-35,17,B,2,0
33482,1005135,M,36-45,7,C,4,0
33486,1005136,M,26-35,12,B,1,0
33496,1005137,M,18-25,18,C,4,0
33502,1005138,M,26-35,17,B,0,0
33508,1005139,M,51-55,16,A,4,1
33514,1005140,M,26-35,6,B,2,0
33523,1005141,M,18-25,17,B,2,1
33525,1005142,M,26-35,1,B,1,1
33543,1005143,M,18-25,4,C,3,1
33551,1005144,F,51-55,0,C,4,1
33553,1005145,M,36-45,7,C,2,1
33554,1005146,M,55+,1,A,0,0
33556,1005147,M,18-25,0,C,0,0
33558,1005148,M,26-35,20,B,2,1
33564,1005149,M,36-45,1,B,3,0
33565,1005150,M,26-35,3,C,3,1
33566,1005151,M,18-25,19,C,1,0
33571,1005153,M,26-35,7,B,3,0
33588,1005154,M,26-35,16,C,1,1
33589,1005155,M,26-35,16,B,2,0
33590,1005156,M,18-25,14,A,1,1
33604,1005157,M,36-45,1,C,2,1
33606,1005158,F,18-25,4,C,4,0
33614,1005159,M,36-45,7,C,3,0
33616,1005161,M,26-35,4,C,0,0
33633,1005162,M,26-35,17,A,1,1
33635,1005163,M,46-50,6,B,1,1
33655,1005164,F,36-45,17,A,0,0
33662,1005165,M,36-45,6,C,1,1
33669,1005166,M,51-55,6,B,1,1
33678,1005167,M,18-25,15,C,3,0
33683,1005169,F,51-55,4,C,0,0
33690,1005170,M,18-25,4,B,2,0
33695,1005172,F,36-45,11,B,1,0
33716,1005173,M,0-17,10,C,3,0
33719,1005174,M,46-50,1,C,4,0
33720,1005175,F,36-45,9,C,1,0
33723,1005177,M,46-50,14,C,0,1
33730,1005178,M,51-55,0,C,1,1
33748,1005180,M,36-45,11,C,1,1
33753,1005181,M,26-35,7,C,1,1
33755,1005182,F,36-45,7,B,4,1
33766,1005183,F,18-25,20,C,1,0
33771,1005184,M,18-25,20,B,4,1
33784,1005185,F,36-45,4,C,1,0
33795,1005186,M,36-45,12,C,2,0
33798,1005187,M,18-25,16,C,1,0
33802,1005191,F,26-35,4,A,4,0
33803,1005192,M,26-35,7,C,3,1
33804,1005193,M,36-45,12,B,2,1
33812,1005194,M,26-35,7,C,3,1
33814,1005195,M,36-45,7,B,0,1
33817,1005196,M,55+,7,C,4,1
33819,1005197,F,55+,3,C,3,1
33826,1005198,F,18-25,4,B,0,0
33835,1005199,F,26-35,1,C,0,0
33837,1005200,F,36-45,15,C,2,0
33839,1005201,M,51-55,7,C,1,1
33842,1005203,F,46-50,6,B,4,1
33844,1005204,M,51-55,13,C,4,1
33847,1005205,M,26-35,1,B,0,1
33860,1005206,M,36-45,7,C,0,0
33862,1005207,M,26-35,0,A,3,1
33863,1005208,M,26-35,4,A,1,1
33869,1005209,M,51-55,1,C,4,0
33876,1005210,F,36-45,17,A,3,0
33879,1005212,M,18-25,2,B,4,0
33881,1005213,M,18-25,0,C,2,0
33882,1005215,F,55+,6,C,1,1
33884,1005217,M,26-35,17,B,3,0
33888,1005218,M,18-25,0,C,1,0
33889,1005219,M,18-25,4,B,2,1
33895,1005220,M,26-35,7,B,4,0
33918,1005222,M,26-35,12,B,1,0
33935,1005223,M,55+,10,C,1,1
33943,1005224,M,36-45,1,A,1,1
33945,1005225,M,18-25,4,C,4,1
33954,1005226,M,36-45,0,B,1,0
33958,1005228,M,0-17,0,C,4,0
33959,1005229,M,26-35,0,C,0,0
33961,1005230,M,26-35,12,B,4,0
33964,1005232,M,26-35,4,C,1,1
33968,1005233,M,26-35,5,B,0,1
33972,1005234,F,26-35,0,A,4,1
33985,1005235,M,26-35,4,C,1,0
33987,1005236,M,26-35,14,C,1,1
33989,1005237,M,26-35,7,B,4,1
33990,1005239,M,36-45,7,B,2,1
34000,1005240,F,26-35,0,C,1,1
34001,1005241,F,26-35,4,A,4,0
34005,1005242,M,26-35,1,C,3,1
34008,1005243,M,0-17,10,C,4,0
34010,1005246,F,18-25,0,C,1,1
34016,1005247,F,0-17,10,B,1,0
34017,1005248,F,46-50,14,B,1,1
34021,1005249,F,46-50,14,B,1,1
34034,1005250,M,51-55,6,B,4,1
34048,1005251,F,26-35,17,A,1,1
34057,1005252,M,26-35,20,B,0,0
34062,1005253,F,55+,13,C,1,0
34068,1005254,M,18-25,4,C,1,1
34070,1005255,M,0-17,10,A,3,0
34078,1005256,M,26-35,16,B,4,1
34107,1005257,F,26-35,2,A,4,0
34109,1005258,M,36-45,4,C,1,0
34112,1005260,M,36-45,7,A,1,1
34119,1005261,M,36-45,12,A,3,0
34122,1005262,F,26-35,14,C,2,0
34126,1005263,M,36-45,7,B,1,0
34136,1005264,M,18-25,4,B,4,0
34143,1005265,M,46-50,1,B,2,1
34156,1005266,M,36-45,1,C,1,0
34157,1005267,M,36-45,7,C,2,0
34159,1005269,M,18-25,0,B,4,0
34172,1005270,M,26-35,12,C,3,1
34177,1005271,F,26-35,0,A,1,0
34186,1005272,M,26-35,7,A,4,0
34189,1005273,M,55+,20,B,3,1
34203,1005275,M,26-35,17,A,4,0
34208,1005276,F,26-35,4,B,1,1
34211,1005277,M,26-35,20,B,2,0
34224,1005278,F,26-35,7,B,1,0
34232,1005279,F,26-35,14,B,2,1
34234,1005280,M,18-25,4,C,3,0
34236,1005281,M,26-35,2,A,2,0
34247,1005282,F,18-25,4,B,1,1
34268,1005283,M,18-25,2,C,1,1
34275,1005284,M,26-35,16,C,1,0
34277,1005285,M,18-25,4,A,1,0
34280,1005286,M,46-50,16,B,0,0
34285,1005287,M,26-35,8,C,0,0
34292,1005290,F,18-25,4,B,0,1
34293,1005291,M,46-50,1,C,3,1
34294,1005292,M,26-35,0,A,1,0
34295,1005293,M,26-35,12,C,2,0
34297,1005294,M,26-35,2,A,0,1
34299,1005296,F,0-17,0,C,2,0
34303,1005297,M,26-35,12,C,4,0
34306,1005298,M,36-45,17,B,1,0
34307,1005299,M,26-35,2,B,3,1
